trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2014/6/11,7685,7300,14985
2014/6/12,7758,7325,15083
2014/6/13,9361,9216,18577
2014/6/14,9170,8608,17778
2014/6/15,9283,9153,18436
2014/6/16,7649,7389,15038
2014/6/17,7354,7205,14559
2014/6/18,7871,7586,15457
2014/6/19,8006,7608,15614
2014/6/20,9610,9074,18684
2014/6/21,8040,7954,15994
2014/6/22,8820,8943,17763
2014/6/23,8090,8217,16307
2014/6/24,7641,7443,15084
2014/6/25,7820,7606,15426
2014/6/26,7803,7553,15356
2014/6/27,9108,8941,18049
2014/6/28,8441,8413,16854
2014/6/29,8877,8637,17514
2014/6/30,8948,8816,17764
2014/7/1,7446,7257,14703
2014/7/2,7314,7075,14389
2014/7/3,7473,7276,14749
2014/7/4,8942,8653,17595
2014/7/5,8338,8361,16699
2014/7/6,9173,8980,18153
2014/7/7,7860,7608,15468
2014/7/8,7249,7030,14279
2014/7/9,7397,7275,14672
2014/7/10,7599,7318,14917
2014/7/11,9113,8951,18064
2014/7/12,9180,9057,18237
2014/7/13,9387,9132,18519
2014/7/14,7899,7561,15460
2014/7/15,7564,7370,14934
2014/7/16,7675,7368,15043
2014/7/17,7216,7068,14284
2014/7/18,8933,9030,17963
2014/7/19,9428,8937,18365
2014/7/20,9289,9021,18310
2014/7/21,8007,7640,15647
2014/7/22,7100,6673,13773
2014/7/23,1756,1779,3535
2014/7/24,6984,6812,13796
2014/7/25,9287,8871,18158
2014/7/26,8499,8552,17051
2014/7/27,8815,8908,17723
2014/7/28,7790,7464,15254
2014/7/29,7329,7364,14693
2014/7/30,7602,7395,14997
2014/7/31,7496,7365,14861
2014/8/1,9089,8853,17942
2014/8/2,8979,8215,17194
2014/8/3,8846,9109,17955
2014/8/4,7991,7776,15767
2014/8/5,7424,7386,14810
2014/8/6,8016,7770,15786
2014/8/7,7901,7895,15796
2014/8/8,9394,9579,18973
2014/8/9,9609,8814,18423
2014/8/10,8640,8701,17341
2014/8/11,8764,8310,17074
2014/8/12,7563,7297,14860
2014/8/13,7629,7180,14809
2014/8/14,7898,7677,15575
2014/8/15,9944,9512,19456
2014/8/16,9935,8893,18828
2014/8/17,9540,10168,19708
2014/8/18,8139,8010,16149
2014/8/19,7715,7418,15133
2014/8/20,8204,8273,16477
2014/8/21,7956,7975,15931
2014/8/22,9316,9348,18664
2014/8/23,9822,9006,18828
2014/8/24,9108,9227,18335
2014/8/25,8309,7774,16083
2014/8/26,8615,7503,16118
2014/8/27,7897,7479,15376
2014/8/28,7708,7556,15264
2014/8/29,8788,8583,17371
2014/8/30,8551,8386,16937
2014/8/31,8701,8763,17464
2014/9/1,8391,7723,16114
2014/9/2,7439,7121,14560
2014/9/3,7762,7506,15268
2014/9/4,7639,7499,15138
2014/9/5,9744,10047,19791
2014/9/6,8961,9369,18330
2014/9/7,8931,9002,17933
2014/9/8,9767,8544,18311
2014/9/9,8764,8247,17011
2014/9/10,7909,7909,15818
2014/9/11,7814,7617,15431
2014/9/12,9449,9314,18763
2014/9/13,8808,8660,17468
2014/9/14,10159,9475,19634
2014/9/15,7860,7558,15418
2014/9/16,7187,7332,14519
2014/9/17,7253,6994,14247
2014/9/18,6653,7089,13742
2014/9/19,9976,10157,20133
2014/9/20,8369,8025,16394
2014/9/21,6844,6535,13379
2014/9/22,7234,7056,14290
2014/9/23,7358,6968,14326
2014/9/24,7536,7258,14794
2014/9/25,7639,7303,14942
2014/9/26,10413,10465,20878
2014/9/27,9057,9048,18105
2014/9/28,9982,9429,19411
2014/9/29,7925,8133,16058
2014/9/30,7375,7160,14535
2014/10/1,7370,7226,14596
2014/10/2,7543,7151,14694
2014/10/3,9849,9782,19631
2014/10/4,9465,8722,18187
2014/10/5,9629,9721,19350
2014/10/6,7940,7701,15641
2014/10/7,7402,7222,14624
2014/10/8,7737,7426,15163
2014/10/9,10588,10914,21502
2014/10/10,9786,9792,19578
2014/10/11,8555,8296,16851
2014/10/12,11472,10752,22224
2014/10/13,8551,8057,16608
2014/10/14,7532,7186,14718
2014/10/15,7743,7524,15267
2014/10/16,7748,7516,15264
2014/10/17,10138,10043,20181
2014/10/18,9971,9423,19394
2014/10/19,10416,10464,20880
2014/10/20,8096,7846,15942
2014/10/21,7464,7230,14694
2014/10/22,7580,7254,14834
2014/10/23,7762,7323,15085
2014/10/24,9953,10030,19983
2014/10/25,9750,9669,19419
2014/10/26,10414,9728,20142
2014/10/27,8044,8015,16059
2014/10/28,7766,7054,14820
2014/10/29,7774,7444,15218
2014/10/30,7490,7227,14717
2014/10/31,10215,10042,20257
2014/11/1,9243,9385,18628
2014/11/2,9339,8789,18128
2014/11/3,7915,7930,15845
2014/11/4,7301,7465,14766
2014/11/5,7728,7377,15105
2014/11/6,7810,7529,15339
2014/11/7,10393,10312,20705
2014/11/8,9556,9746,19302
2014/11/9,10436,9964,20400
2014/11/10,8523,8312,16835
2014/11/11,7512,7230,14742
2014/11/12,7647,7420,15067
2014/11/13,7417,7226,14643
2014/11/14,10204,10040,20244
2014/11/15,9545,9210,18755
2014/11/16,10647,9937,20584
2014/11/17,7917,7821,15738
2014/11/18,7165,7075,14240
2014/11/19,7677,7668,15345
2014/11/20,7890,7638,15528
2014/11/21,9753,10176,19929
2014/11/22,9154,9177,18331
2014/11/23,10658,10089,20747
2014/11/24,8075,7697,15772
2014/11/25,7302,7029,14331
2014/11/26,7542,7239,14781
2014/11/27,7775,7395,15170
2014/11/28,11350,11403,22753
2014/11/29,9100,9047,18147
2014/11/30,10639,10312,20951
2014/12/1,7972,7581,15553
2014/12/2,7035,6827,13862
2014/12/3,7156,6930,14086
2014/12/4,7016,6702,13718
2014/12/5,9522,9989,19511
2014/12/6,9971,9715,19686
2014/12/7,11295,10257,21552
2014/12/8,8150,7678,15828
2014/12/9,7754,7557,15311
2014/12/10,7709,7329,15038
2014/12/11,7694,7348,15042
2014/12/12,10263,10035,20298
2014/12/13,9449,9284,18733
2014/12/14,10775,10604,21379
2014/12/15,8428,8286,16714
2014/12/16,7464,7124,14588
2014/12/17,5938,6962,12900
2014/12/18,7300,7460,14760
2014/12/19,9904,10049,19953
2014/12/20,9875,9105,18980
2014/12/21,9942,10135,20077
2014/12/22,7968,7691,15659
2014/12/23,7600,7253,14853
2014/12/24,7859,7531,15390
2014/12/25,7776,7365,15141
2014/12/26,8820,8491,17311
2014/12/27,8171,8178,16349
2014/12/28,8344,8272,16616
2014/12/29,7841,7555,15396
2014/12/30,7637,7364,15001
2014/12/31,12701,11021,23722
2015/1/1,8869,10471,19340
2015/1/2,8156,8317,16473
2015/1/3,8433,8205,16638
2015/1/4,10563,10155,20718
2015/1/5,8163,7971,16134
2015/1/6,7127,6909,14036
2015/1/7,7198,7056,14254
2015/1/8,7629,7111,14740
2015/1/9,8892,9302,18194
2015/1/10,8486,8302,16788
2015/1/11,9283,8963,18246
2015/1/12,7747,7655,15402
2015/1/13,7407,7702,15109
2015/1/14,7063,6897,13960
2015/1/15,7467,7326,14793
2015/1/16,9632,9544,19176
2015/1/17,8295,8359,16654
2015/1/18,9035,8914,17949
2015/1/19,8098,8746,16844
2015/1/20,8040,8155,16195
2015/1/21,7542,7197,14739
2015/1/22,7415,7184,14599
2015/1/23,9252,9182,18434
2015/1/24,8683,8651,17334
2015/1/25,8713,8475,17188
2015/1/26,8029,7826,15855
2015/1/27,7644,7303,14947
2015/1/28,7729,7595,15324
2015/1/29,7482,7202,14684
2015/1/30,8821,8522,17343
2015/1/31,7779,8273,16052
2015/2/1,8007,8022,16029
2015/2/2,7723,7513,15236
2015/2/3,7452,7939,15391
2015/2/4,7495,7469,14964
2015/2/5,7365,7313,14678
2015/2/6,8577,8329,16906
2015/2/7,8073,7984,16057
2015/2/8,8762,8634,17396
2015/2/9,7452,7214,14666
2015/2/10,7418,7278,14696
2015/2/11,7849,7675,15524
2015/2/12,7553,7375,14928
2015/2/13,8779,8569,17348
2015/2/14,8437,7902,16339
2015/2/15,7242,7480,14722
2015/2/16,7871,8015,15886
2015/2/17,7944,8601,16545
2015/2/18,5856,6469,12325
2015/2/19,8597,8364,16961
2015/2/20,9413,9245,18658
2015/2/21,10351,9761,20112
2015/2/22,10627,9684,20311
2015/2/23,9260,8670,17930
2015/2/24,8437,7847,16284
2015/2/25,7974,7682,15656
2015/2/26,9276,9621,18897
2015/2/27,9482,9401,18883
2015/2/28,9203,9001,18204
2015/3/1,9575,8993,18568
2015/3/2,7634,8070,15704
2015/3/3,7416,7162,14578
2015/3/4,7396,7362,14758
2015/3/5,7607,7850,15457
2015/3/6,10773,10733,21506
2015/3/7,10951,11083,22034
2015/3/8,12019,11140,23159
2015/3/9,9257,8972,18229
2015/3/10,7742,7417,15159
2015/3/11,7609,7336,14945
2015/3/12,8372,8175,16547
2015/3/13,11601,11451,23052
2015/3/14,10979,10856,21835
2015/3/15,12060,11421,23481
2015/3/16,8218,7898,16116
2015/3/17,7419,7247,14666
2015/3/18,7738,7470,15208
2015/3/19,7654,7341,14995
2015/3/20,10173,10137,20310
2015/3/21,8899,8714,17613
2015/3/22,9901,9325,19226
2015/3/23,6885,6667,13552
2015/3/24,7341,7205,14546
2015/3/25,7071,6691,13762
2015/3/26,6910,6760,13670
2015/3/27,9351,9179,18530
2015/3/28,8555,8230,16785
2015/3/29,9040,8829,17869
2015/3/30,7946,7866,15812
2015/3/31,7516,7426,14942
2015/4/1,8143,8142,16285
2015/4/2,9135,10658,19793
2015/4/3,10026,10002,20028
2015/4/4,9126,9785,18911
2015/4/5,9482,8903,18385
2015/4/6,11167,10487,21654
2015/4/7,8353,7988,16341
2015/4/8,7616,7183,14799
2015/4/9,7686,7100,14786
2015/4/10,9403,9213,18616
2015/4/11,8019,7907,15926
2015/4/12,10199,9908,20107
2015/4/13,8051,7692,15743
2015/4/14,7523,7129,14652
2015/4/15,7781,7454,15235
2015/4/16,7714,7510,15224
2015/4/17,10582,10203,20785
2015/4/18,9774,9378,19152
2015/4/19,9500,9359,18859
2015/4/20,7778,7572,15350
2015/4/21,7257,6923,14180
2015/4/22,7587,7305,14892
2015/4/23,7920,7676,15596
2015/4/24,10091,10030,20121
2015/4/25,9788,9686,19474
2015/4/26,10824,10405,21229
2015/4/27,8187,8005,16192
2015/4/28,7490,7209,14699
2015/4/29,7608,7276,14884
2015/4/30,8603,7925,16528
2015/5/1,10370,10482,20852
2015/5/2,9302,9618,18920
2015/5/3,10445,9936,20381
2015/5/4,7873,7629,15502
2015/5/5,6967,6711,13678
2015/5/6,7702,7350,15052
2015/5/7,7804,7566,15370
2015/5/8,10706,11153,21859
2015/5/9,9832,10783,20615
2015/5/10,11161,9791,20952
2015/5/11,8471,7931,16402
2015/5/12,6942,6908,13850
2015/5/13,7751,7346,15097
2015/5/14,7641,7370,15011
2015/5/15,10400,10176,20576
2015/5/16,9001,8955,17956
2015/5/17,10336,10017,20353
2015/5/18,8070,7682,15752
2015/5/19,6896,7183,14079
2015/5/20,6460,6251,12711
2015/5/21,7537,7266,14803
2015/5/22,9107,9263,18370
2015/5/23,7899,8053,15952
2015/5/24,8300,7893,16193
2015/5/25,7596,7583,15179
2015/5/26,6919,6744,13663
2015/5/27,7388,7144,14532
2015/5/28,8251,8001,16252
2015/5/29,9604,10083,19687
2015/5/30,9293,9153,18446
2015/5/31,9464,9043,18507
2015/6/1,7087,7314,14401
2015/6/2,7146,6753,13899
2015/6/3,7204,6584,13788
2015/6/4,7316,7080,14396
2015/6/5,9939,9929,19868
2015/6/6,8542,8661,17203
2015/6/7,10211,10075,20286
2015/6/8,8005,7712,15717
2015/6/9,7580,7323,14903
2015/6/10,8220,7966,16186
2015/6/11,7901,7374,15275
2015/6/12,9694,9490,19184
2015/6/13,9058,9230,18288
2015/6/14,9815,9558,19373
2015/6/15,7717,7364,15081
2015/6/16,7025,6805,13830
2015/6/17,7691,7554,15245
2015/6/18,9414,9891,19305
2015/6/19,8659,8739,17398
2015/6/20,6988,6792,13780
2015/6/21,10128,9062,19190
2015/6/22,8064,7859,15923
2015/6/23,6944,6806,13750
2015/6/24,6631,6757,13388
2015/6/25,7172,7025,14197
2015/6/26,8786,8671,17457
2015/6/27,8058,7933,15991
2015/6/28,8062,8115,16177
2015/6/29,7464,7689,15153
2015/6/30,7567,7750,15317
2015/7/1,7359,6864,14223
2015/7/2,7164,7049,14213
2015/7/3,9015,8727,17742
2015/7/4,7933,7990,15923
2015/7/5,8613,8520,17133
2015/7/6,8410,8041,16451
2015/7/7,6814,6612,13426
2015/7/8,7177,6843,14020
2015/7/9,7108,6820,13928
2015/7/10,6661,6501,13162
2015/7/11,7568,7669,15237
2015/7/12,9317,9303,18620
2015/7/13,7838,7695,15533
2015/7/14,7447,7164,14611
2015/7/15,7807,7446,15253
2015/7/16,7507,7346,14853
2015/7/17,8991,8753,17744
2015/7/18,8511,8335,16846
2015/7/19,9534,9239,18773
2015/7/20,7793,7491,15284
2015/7/21,7520,7133,14653
2015/7/22,7359,7085,14444
2015/7/23,7435,7257,14692
2015/7/24,9325,9077,18402
2015/7/25,8609,8441,17050
2015/7/26,8970,8639,17609
2015/7/27,7788,7569,15357
2015/7/28,7595,7426,15021
2015/7/29,7627,7392,15019
2015/7/30,7887,7657,15544
2015/7/31,9004,8835,17839
2015/8/1,7911,7737,15648
2015/8/2,8583,8450,17033
2015/8/3,7999,8008,16007
2015/8/4,7431,7361,14792
2015/8/5,7761,7975,15736
2015/8/6,7830,7941,15771
2015/8/7,7817,7941,15758
2015/8/8,30,31,61
2015/8/9,8018,7357,15375
2015/8/10,8623,8558,17181
2015/8/11,8021,7935,15956
2015/8/12,8068,7865,15933
2015/8/13,8238,8324,16562
2015/8/14,9580,9204,18784
2015/8/15,9724,8821,18545
2015/8/16,8973,9451,18424
2015/8/17,8230,7821,16051
2015/8/18,7611,7454,15065
2015/8/19,7782,7760,15542
2015/8/20,7767,7740,15507
2015/8/21,8983,8842,17825
2015/8/22,8418,7463,15881
2015/8/23,8030,8409,16439
2015/8/24,7516,7020,14536
2015/8/25,7015,6792,13807
2015/8/26,7046,7003,14049
2015/8/27,6874,6832,13706
2015/8/28,7496,7728,15224
2015/8/29,8724,7693,16417
2015/8/30,8066,7932,15998
2015/8/31,7322,7234,14556
2015/9/1,7219,7034,14253
2015/9/2,7434,7481,14915
2015/9/3,7667,7562,15229
2015/9/4,9222,9269,18491
2015/9/5,8596,8162,16758
2015/9/6,8857,8753,17610
2015/9/7,7260,7092,14352
2015/9/8,7286,7158,14444
2015/9/9,7584,7430,15014
2015/9/10,7713,7554,15267
2015/9/11,10197,9925,20122
2015/9/12,9163,8747,17910
2015/9/13,10374,9939,20313
2015/9/14,7951,7842,15793
2015/9/15,7301,7198,14499
2015/9/16,7487,7281,14768
2015/9/17,7688,7352,15040
2015/9/18,9771,10123,19894
2015/9/19,8821,8376,17197
2015/9/20,9994,9406,19400
2015/9/21,7788,7720,15508
2015/9/22,7267,7043,14310
2015/9/23,7276,7123,14399
2015/9/24,7501,7306,14807
2015/9/25,10545,11785,22330
2015/9/26,9514,10491,20005
2015/9/27,8443,7984,16427
2015/9/28,6229,4592,10821
2015/9/29,3340,3067,6407
2015/9/30,7571,7590,15161
2015/10/1,7326,7171,14497
2015/10/2,9024,9476,18500
2015/10/3,8042,7823,15865
2015/10/4,9097,8390,17487
2015/10/5,7658,7577,15235
2015/10/6,7589,7270,14859
2015/10/7,7451,7290,14741
2015/10/8,9634,10295,19929
2015/10/9,7605,8141,15746
2015/10/10,8349,8001,16350
2015/10/11,11130,9789,20919
2015/10/12,8318,7938,16256
2015/10/13,7318,7125,14443
2015/10/14,7590,7440,15030
2015/10/15,7597,7436,15033
2015/10/16,9546,9873,19419
2015/10/17,9182,9059,18241
2015/10/18,10278,9696,19974
2015/10/19,7658,7603,15261
2015/10/20,7125,7151,14276
2015/10/21,7268,7079,14347
2015/10/22,7543,7253,14796
2015/10/23,9470,9949,19419
2015/10/24,9327,9417,18744
2015/10/25,10170,9620,19790
2015/10/26,7787,7664,15451
2015/10/27,7069,6982,14051
2015/10/28,7479,7174,14653
2015/10/29,7516,7264,14780
2015/10/30,9676,9922,19598
2015/10/31,8655,8956,17611
2015/11/1,9777,8947,18724
2015/11/2,7715,7870,15585
2015/11/3,7005,6790,13795
2015/11/4,7190,6944,14134
2015/11/5,7639,7328,14967
2015/11/6,9607,9601,19208
2015/11/7,9177,9302,18479
2015/11/8,10447,9784,20231
2015/11/9,8179,8062,16241
2015/11/10,7314,7189,14503
2015/11/11,7772,7674,15446
2015/11/12,7927,7816,15743
2015/11/13,10016,10518,20534
2015/11/14,10334,10080,20414
2015/11/15,10930,10111,21041
2015/11/16,8386,8308,16694
2015/11/17,7475,7475,14950
2015/11/18,7481,7307,14788
2015/11/19,7348,7309,14657
2015/11/20,9615,10230,19845
2015/11/21,8947,8842,17789
2015/11/22,10538,9380,19918
2015/11/23,8060,7745,15805
2015/11/24,7173,6918,14091
2015/11/25,7293,7201,14494
2015/11/26,7242,7091,14333
2015/11/27,9514,9813,19327
2015/11/28,8383,8519,16902
2015/11/29,9324,8951,18275
2015/11/30,7953,7491,15444
2015/12/1,7043,7021,14064
2015/12/2,6432,7043,13475
2015/12/3,7401,7054,14455
2015/12/4,9032,9827,18859
2015/12/5,10139,9542,19681
2015/12/6,9375,8861,18236
2015/12/7,8071,7379,15450
2015/12/8,7432,7146,14578
2015/12/9,7373,7093,14466
2015/12/10,7066,6992,14058
2015/12/11,10035,9890,19925
2015/12/12,9354,9362,18716
2015/12/13,10400,9925,20325
2015/12/14,8340,7950,16290
2015/12/15,7372,7149,14521
2015/12/16,7163,6972,14135
2015/12/17,7300,7152,14452
2015/12/18,9433,9727,19160
2015/12/19,9252,9287,18539
2015/12/20,9757,8953,18710
2015/12/21,7603,7363,14966
2015/12/22,7068,7039,14107
2015/12/23,7339,7327,14666
2015/12/24,7582,7299,14881
2015/12/25,9116,9484,18600
2015/12/26,8103,8142,16245
2015/12/27,8216,7387,15603
2015/12/28,7828,7412,15240
2015/12/29,7083,7276,14359
2015/12/30,7509,7371,14880
2015/12/31,10958,10429,21387
2016/1/1,8050,9395,17445
2016/1/2,7563,7611,15174
2016/1/3,8811,7228,16039
2016/1/4,7702,7667,15369
2016/1/5,6884,6878,13762
2016/1/6,6484,6609,13093
2016/1/7,7123,7011,14134
2016/1/8,8964,9034,17998
2016/1/9,8461,8135,16596
2016/1/10,8397,8070,16467
2016/1/11,6693,6458,13151
2016/1/12,7170,7127,14297
2016/1/13,7198,7050,14248
2016/1/14,7196,7414,14610
2016/1/15,9273,9543,18816
2016/1/16,7864,8014,15878
2016/1/17,7066,6483,13549
2016/1/18,7891,7951,15842
2016/1/19,7195,7027,14222
2016/1/20,7997,7862,15859
2016/1/21,6686,6424,13110
2016/1/22,7755,7514,15269
2016/1/23,6084,5913,11997
2016/1/24,6085,5969,12054
2016/1/25,6458,6434,12892
2016/1/26,7073,6837,13910
2016/1/27,7208,7046,14254
2016/1/28,6442,6297,12739
2016/1/29,7032,6725,13757
2016/1/30,7112,6915,14027
2016/1/31,7118,7327,14445
2016/2/1,6780,6611,13391
2016/2/2,6656,6420,13076
2016/2/3,7079,6910,13989
2016/2/4,7227,6993,14220
2016/2/5,7808,7755,15563
2016/2/6,6473,6997,13470
2016/2/7,5241,5850,11091
2016/2/8,7310,7041,14351
2016/2/9,8373,8262,16635
2016/2/10,9454,8702,18156
2016/2/11,8810,7946,16756
2016/2/12,8881,8006,16887
2016/2/13,8933,8292,17225
2016/2/14,7760,7405,15165
2016/2/15,7351,7103,14454
2016/2/16,7128,6831,13959
2016/2/17,7350,7009,14359
2016/2/18,7292,6972,14264
2016/2/19,8205,8157,16362
2016/2/20,8177,7803,15980
2016/2/21,8533,7913,16446
2016/2/22,7609,7129,14738
2016/2/23,7079,6699,13778
2016/2/24,7081,6866,13947
2016/2/25,7345,7099,14444
2016/2/26,9127,9850,18977
2016/2/27,8006,8399,16405
2016/2/28,9384,8648,18032
2016/2/29,10041,8792,18833
2016/3/1,7571,7321,14892
2016/3/2,7477,7293,14770
2016/3/3,7291,7218,14509
2016/3/4,8860,9513,18373
2016/3/5,8224,8232,16456
2016/3/6,9557,8683,18240
2016/3/7,7906,7728,15634
2016/3/8,7215,7009,14224
2016/3/9,6762,6669,13431
2016/3/10,6415,6262,12677
2016/3/11,8699,9275,17974
2016/3/12,7768,7863,15631
2016/3/13,9350,8753,18103
2016/3/14,7725,7351,15076
2016/3/15,7117,6877,13994
2016/3/16,6951,6926,13877
2016/3/17,7369,7126,14495
2016/3/18,8757,9102,17859
2016/3/19,7276,7035,14311
2016/3/20,8883,8409,17292
2016/3/21,7258,6938,14196
2016/3/22,7090,6942,14032
2016/3/23,6510,6561,13071
2016/3/24,5963,6546,12509
2016/3/25,8650,8948,17598
2016/3/26,9185,9030,18215
2016/3/27,9057,8613,17670
2016/3/28,7578,7046,14624
2016/3/29,7172,6992,14164
2016/3/30,6442,7317,13759
2016/3/31,7598,7983,15581
2016/4/1,9856,10335,20191
2016/4/2,9313,9387,18700
2016/4/3,9172,9247,18419
2016/4/4,8424,7739,16163
2016/4/5,9704,8929,18633
2016/4/6,8597,7963,16560
2016/4/7,7405,7113,14518
2016/4/8,8851,9258,18109
2016/4/9,8938,8284,17222
2016/4/10,8698,8768,17466
2016/4/11,7476,7499,14975
2016/4/12,7159,6957,14116
2016/4/13,6415,6313,12728
2016/4/14,6983,6587,13570
2016/4/15,9081,9084,18165
2016/4/16,8900,8886,17786
2016/4/17,9617,9768,19385
2016/4/18,6735,7024,13759
2016/4/19,7355,7149,14504
2016/4/20,7490,7627,15117
2016/4/21,7653,7540,15193
2016/4/22,9272,9928,19200
2016/4/23,8978,9029,18007
2016/4/24,9139,8690,17829
2016/4/25,6443,7389,13832
2016/4/26,6242,7143,13385
2016/4/27,6524,6879,13403
2016/4/28,7028,6836,13864
2016/4/29,9548,10131,19679
2016/4/30,8402,8886,17288
2016/5/1,9192,7952,17144
2016/5/2,8299,8311,16610
2016/5/3,7474,6931,14405
2016/5/4,6353,6791,13144
2016/5/5,7348,7198,14546
2016/5/6,9924,10360,20284
2016/5/7,8778,9489,18267
2016/5/8,10389,8961,19350
2016/5/9,8308,7806,16114
2016/5/10,7171,6979,14150
2016/5/11,7293,7157,14450
2016/5/12,7429,6899,14328
2016/5/13,9761,9844,19605
2016/5/14,8523,8603,17126
2016/5/15,9882,9106,18988
2016/5/16,6598,6726,13324
2016/5/17,7096,6926,14022
2016/5/18,6656,7143,13799
2016/5/19,7527,7194,14721
2016/5/20,9182,9770,18952
2016/5/21,8245,8451,16696
2016/5/22,9161,8550,17711
2016/5/23,7519,7417,14936
2016/5/24,7002,6873,13875
2016/5/25,7164,6969,14133
2016/5/26,7413,7241,14654
2016/5/27,8791,9596,18387
2016/5/28,9081,8850,17931
2016/5/29,9168,8398,17566
2016/5/30,7507,7171,14678
2016/5/31,7091,6853,13944
2016/6/1,7152,6776,13928
2016/6/2,6936,6711,13647
2016/6/3,8083,7671,15754
2016/6/4,7926,8030,15956
2016/6/5,8051,7737,15788
2016/6/6,7399,7099,14498
2016/6/7,6861,6997,13858
2016/6/8,9254,10596,19850
2016/6/9,7692,8185,15877
2016/6/10,8661,8271,16932
2016/6/11,8670,8199,16869
2016/6/12,10756,9362,20118
2016/6/13,7692,7093,14785
2016/6/14,6942,6694,13636
2016/6/15,7353,7175,14528
2016/6/16,7142,6863,14005
2016/6/17,8731,8704,17435
2016/6/18,8812,8503,17315
2016/6/19,8587,8184,16771
2016/6/20,6889,7077,13966
2016/6/21,7149,6952,14101
2016/6/22,7271,7036,14307
2016/6/23,6662,6949,13611
2016/6/24,8714,8763,17477
2016/6/25,7846,7761,15607
2016/6/26,7801,7722,15523
2016/6/27,7543,7429,14972
2016/6/28,6997,7210,14207
2016/6/29,7204,7095,14299
2016/6/30,7592,7879,15471
2016/7/1,8726,8466,17192
2016/7/2,7364,7409,14773
2016/7/3,8150,7877,16027
2016/7/4,6922,7322,14244
2016/7/5,6726,7110,13836
2016/7/6,7797,7552,15349
2016/7/7,7200,7015,14215
2016/7/8,653,753,1406
2016/7/9,7681,7150,14831
2016/7/10,8919,8485,17404
2016/7/11,7552,7489,15041
2016/7/12,7654,7781,15435
2016/7/13,7559,7308,14867
2016/7/14,7499,7283,14782
2016/7/15,8737,8295,17032
2016/7/16,8333,8051,16384
2016/7/17,9072,8834,17906
2016/7/18,7141,7242,14383
2016/7/19,6460,6755,13215
2016/7/20,7179,6962,14141
2016/7/21,7355,7117,14472
2016/7/22,8794,8461,17255
2016/7/23,8214,8082,16296
2016/7/24,8510,8349,16859
2016/7/25,7844,7665,15509
2016/7/26,7433,7307,14740
2016/7/27,7108,7272,14380
2016/7/28,7667,7548,15215
2016/7/29,8861,8520,17381
2016/7/30,7993,7964,15957
2016/7/31,8267,7997,16264
2016/8/1,7158,8145,15303
2016/8/2,6064,6623,12687
2016/8/3,6966,7242,14208
2016/8/4,7276,7121,14397
2016/8/5,9417,8959,18376
2016/8/6,8775,8409,17184
2016/8/7,9116,9417,18533
2016/8/8,7468,7635,15103
2016/8/9,7868,7581,15449
2016/8/10,7716,7595,15311
2016/8/11,7148,7055,14203
2016/8/12,8768,8560,17328
2016/8/13,9079,7829,16908
2016/8/14,8996,9469,18465
2016/8/15,7857,7743,15600
2016/8/16,7320,7441,14761
2016/8/17,6648,6506,13154
2016/8/18,7459,7475,14934
2016/8/19,8564,8832,17396
2016/8/20,9378,8408,17786
2016/8/21,8829,9468,18297
2016/8/22,7571,7460,15031
2016/8/23,7245,7079,14324
2016/8/24,7195,7157,14352
2016/8/25,7499,7128,14627
2016/8/26,8471,8325,16796
2016/8/27,8771,7972,16743
2016/8/28,7875,8262,16137
2016/8/29,7491,7376,14867
2016/8/30,7176,7077,14253
2016/8/31,7952,7125,15077
2016/9/1,7401,7406,14807
2016/9/2,8668,8753,17421
2016/9/3,7325,7396,14721
2016/9/4,8039,7417,15456
2016/9/5,7724,7356,15080
2016/9/6,6048,6238,12286
2016/9/7,7292,7141,14433
2016/9/8,7224,7130,14354
2016/9/9,8017,7762,15779
2016/9/10,8517,8475,16992
2016/9/11,9243,8723,17966
2016/9/12,7475,7259,14734
2016/9/13,7226,7369,14595
2016/9/14,8078,9210,17288
2016/9/15,6534,7361,13895
2016/9/16,8037,7717,15754
2016/9/17,6817,6202,13019
2016/9/18,9994,8409,18403
2016/9/19,8079,7573,15652
2016/9/20,7295,7419,14714
2016/9/21,7219,7105,14324
2016/9/22,7227,7082,14309
2016/9/23,9080,9245,18325
2016/9/24,8114,8054,16168
2016/9/25,9205,8287,17492
2016/9/26,7597,7347,14944
2016/9/27,306,257,563
2016/9/28,2200,2355,4555
2016/9/29,6907,6771,13678
2016/9/30,8717,9052,17769
2016/10/1,7686,7816,15502
2016/10/2,9199,8311,17510
2016/10/3,7582,7273,14855
2016/10/4,7185,7020,14205
2016/10/5,7288,7173,14461
2016/10/6,7177,7033,14210
2016/10/7,9353,10123,19476
2016/10/8,8552,9138,17690
2016/10/9,8207,8016,16223
2016/10/10,9254,8145,17399
2016/10/11,7671,7264,14935
2016/10/12,7320,7215,14535
2016/10/13,7426,7345,14771
2016/10/14,9229,9673,18902
2016/10/15,9191,8793,17984
2016/10/16,10126,9718,19844
2016/10/17,7726,7380,15106
2016/10/18,7241,6991,14232
2016/10/19,7296,7140,14436
2016/10/20,7219,7116,14335
2016/10/21,9191,9591,18782
2016/10/22,8789,8606,17395
2016/10/23,9918,9235,19153
2016/10/24,7706,7356,15062
2016/10/25,7208,7114,14322
2016/10/26,7444,6995,14439
2016/10/27,7326,7122,14448
2016/10/28,9286,9765,19051
2016/10/29,9000,8841,17841
2016/10/30,9782,9144,18926
